"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","HHDI","GROSSADJ","USD_CAP","A","2015",30792.2013925653,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2016",31587.603316366,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2017",32296.7468222497,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2018",33158.3923047288,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2019",35355.0618506826,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2020",37297.3755385943,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2021",39407.4070506772,
"GBR","HHDI","GROSSADJ","USD_CAP","A","2022",40815.5314498671,
"USA","HHDI","GROSSADJ","USD_CAP","A","1970",4105.49595053855,
"USA","HHDI","GROSSADJ","USD_CAP","A","1971",4436.84881459084,
"USA","HHDI","GROSSADJ","USD_CAP","A","1972",4771.30763990778,
"USA","HHDI","GROSSADJ","USD_CAP","A","1973",5284.99203072582,
"USA","HHDI","GROSSADJ","USD_CAP","A","1974",5748.87098991108,
"USA","HHDI","GROSSADJ","USD_CAP","A","1975",6341.29675758516,
"USA","HHDI","GROSSADJ","USD_CAP","A","1976",6840.43510358299,
"USA","HHDI","GROSSADJ","USD_CAP","A","1977",7442.22174507125,
"USA","HHDI","GROSSADJ","USD_CAP","A","1978",8217.86953631378,
"USA","HHDI","GROSSADJ","USD_CAP","A","1979",9026.17585493057,
"USA","HHDI","GROSSADJ","USD_CAP","A","1980",9945.43520283147,
"USA","HHDI","GROSSADJ","USD_CAP","A","1981",10948.4055293729,
"USA","HHDI","GROSSADJ","USD_CAP","A","1982",11655.9127759261,
"USA","HHDI","GROSSADJ","USD_CAP","A","1983",12395.4728911421,
"USA","HHDI","GROSSADJ","USD_CAP","A","1984",13563.2393842483,
"USA","HHDI","GROSSADJ","USD_CAP","A","1985",14291.9599297292,
"USA","HHDI","GROSSADJ","USD_CAP","A","1986",15026.0521765143,
"USA","HHDI","GROSSADJ","USD_CAP","A","1987",15740.7134486067,
"USA","HHDI","GROSSADJ","USD_CAP","A","1988",16957.7757986787,
"USA","HHDI","GROSSADJ","USD_CAP","A","1989",18041.5000060634,
"USA","HHDI","GROSSADJ","USD_CAP","A","1990",19018.8026548779,
"USA","HHDI","GROSSADJ","USD_CAP","A","1991",19555.4426971167,
"USA","HHDI","GROSSADJ","USD_CAP","A","1992",20624.0516109948,
"USA","HHDI","GROSSADJ","USD_CAP","A","1993",21234.0876549281,
"USA","HHDI","GROSSADJ","USD_CAP","A","1994",22008.9288569205,
"USA","HHDI","GROSSADJ","USD_CAP","A","1995",22882.9205290561,
"USA","HHDI","GROSSADJ","USD_CAP","A","1996",23758.4072610246,
"USA","HHDI","GROSSADJ","USD_CAP","A","1997",24715.9282856703,
"USA","HHDI","GROSSADJ","USD_CAP","A","1998",26049.7112191024,
"USA","HHDI","GROSSADJ","USD_CAP","A","1999",27065.9513331997,
"USA","HHDI","GROSSADJ","USD_CAP","A","2000",28784.1934185086,
"USA","HHDI","GROSSADJ","USD_CAP","A","2001",29945.6254851433,
"USA","HHDI","GROSSADJ","USD_CAP","A","2002",31093.339466236,
"USA","HHDI","GROSSADJ","USD_CAP","A","2003",32345.4696482765,
"USA","HHDI","GROSSADJ","USD_CAP","A","2004",33958.2505370624,
"USA","HHDI","GROSSADJ","USD_CAP","A","2005",35202.5325835408,
"USA","HHDI","GROSSADJ","USD_CAP","A","2006",37201.8017355046,
"USA","HHDI","GROSSADJ","USD_CAP","A","2007",38661.9922670503,
"USA","HHDI","GROSSADJ","USD_CAP","A","2008",40004.9832010586,
"USA","HHDI","GROSSADJ","USD_CAP","A","2009",39622.4592859003,
"USA","HHDI","GROSSADJ","USD_CAP","A","2010",40752.9956558083,
"USA","HHDI","GROSSADJ","USD_CAP","A","2011",42186.8569013273,
"USA","HHDI","GROSSADJ","USD_CAP","A","2012",43903.2412931925,
"USA","HHDI","GROSSADJ","USD_CAP","A","2013",43860.8338657643,
"USA","HHDI","GROSSADJ","USD_CAP","A","2014",45786.2932500211,
"USA","HHDI","GROSSADJ","USD_CAP","A","2015",47228.4902068529,
"USA","HHDI","GROSSADJ","USD_CAP","A","2016",48258.3778946363,
"USA","HHDI","GROSSADJ","USD_CAP","A","2017",50047.2032368598,
"USA","HHDI","GROSSADJ","USD_CAP","A","2018",52451.2967967785,
"USA","HHDI","GROSSADJ","USD_CAP","A","2019",54747.1648649221,
"USA","HHDI","GROSSADJ","USD_CAP","A","2020",58653.4333450888,
"USA","HHDI","GROSSADJ","USD_CAP","A","2021",62334.1697314675,
"HUN","HHDI","GROSSADJ","USD_CAP","A","1995",7913.34533232095,
"HUN","HHDI","GROSSADJ","USD_CAP","A","1996",7885.11713396324,
"HUN","HHDI","GROSSADJ","USD_CAP","A","1997",8021.23202465118,
"HUN","HHDI","GROSSADJ","USD_CAP","A","1998",8264.3258177701,
"HUN","HHDI","GROSSADJ","USD_CAP","A","1999",8558.93191487531,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2000",9406.238679979,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2001",10224.1122559139,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2002",11420.7740315217,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2003",11984.2327158003,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2004",12775.6455788029,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2005",13312.0703509895,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2006",13805.8005331122,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2007",13603.8027418111,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2008",14139.7397830801,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2009",14242.7296630182,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2010",15217.9907630298,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2011",16287.5735002264,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2012",16531.7521255845,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2013",17193.9172733869,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2014",17543.0656817193,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2015",17974.1857660738,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2016",18933.3220072533,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2017",19791.3476692934,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2018",21482.3179355094,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2019",23638.9740232011,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2020",24236.5914112989,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2021",26884.7336725669,
"HUN","HHDI","GROSSADJ","USD_CAP","A","2022",29786.6337887033,"E"
"FIN","HHDI","GROSSADJ","USD_CAP","A","1975",3434.23452553618,"E"
"FIN","HHDI","GROSSADJ","USD_CAP","A","1976",3630.47637302021,"E"
"FIN","HHDI","GROSSADJ","USD_CAP","A","1977",3843.30122550728,"E"
"FIN","HHDI","GROSSADJ","USD_CAP","A","1978",4264.14708180768,"E"
"FIN","HHDI","GROSSADJ","USD_CAP","A","1979",4925.50739405842,"E"
"FIN","HHDI","GROSSADJ","USD_CAP","A","1980",5695.97235011313,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1981",6264.50932255215,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1982",6885.27623753018,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1983",7444.95867517186,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1984",7870.29316372794,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1985",8411.25621253076,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1986",8863.82788026539,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1987",9601.32330838244,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1988",10199.6737844706,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1989",11222.3427683668,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1990",11969.2303865356,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1991",12495.090902223,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1992",12435.7862015408,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1993",11987.2420637582,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1994",11865.559728993,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1995",12921.1766207252,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1996",13145.1992575054,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1997",14038.4626118057,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1998",14724.3533010014,
"FIN","HHDI","GROSSADJ","USD_CAP","A","1999",15726.9633083095,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2000",17215.0346035288,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2001",17502.8219931725,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2002",18888.2457277591,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2003",19275.0118005784,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2004",20786.310768716,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2005",20876.7311716312,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2006",22154.7752698041,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2007",24262.1354161544,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2008",25978.2415448409,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2009",26327.5681663667,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2010",27625.5663137457,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2011",28489.4495067786,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2012",29373.983871873,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2013",30093.2105440337,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2014",30263.2133645628,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2015",30849.1223441098,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2016",32273.2230052653,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2017",33377.1258240619,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2018",34675.1907182505,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2019",37067.1445658791,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2020",38519.6849499372,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2021",40596.1210416909,
"FIN","HHDI","GROSSADJ","USD_CAP","A","2022",43615.6875442144,
"AUT","HHDI","GROSSADJ","USD_CAP","A","1995",18500.8020533824,
"AUT","HHDI","GROSSADJ","USD_CAP","A","1996",18923.5000070957,
"AUT","HHDI","GROSSADJ","USD_CAP","A","1997",19225.0232776259,
"AUT","HHDI","GROSSADJ","USD_CAP","A","1998",20111.7134910445,
"AUT","HHDI","GROSSADJ","USD_CAP","A","1999",21027.4996642117,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2000",22909.6078609835,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2001",22912.5419777352,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2002",24433.1611060908,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2003",25102.4354764536,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2004",26076.9164760924,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2005",27118.1554171228,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2006",28473.6337457539,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2007",29404.1478602405,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2008",30475.132374413,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2009",30392.7228269163,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2010",31171.9048687932,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2011",31746.4848535024,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2012",33296.5271462556,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2013",33971.8234744652,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2014",34326.2291407177,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2015",34413.5343174674,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2016",36227.9556316761,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2017",36984.3120142911,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2018",38190.8705617069,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2019",40662.848448742,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2020",41068.7882717021,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2021",45138.0286670898,
"AUT","HHDI","GROSSADJ","USD_CAP","A","2022",50158.8391054151,
"LUX","HHDI","GROSSADJ","USD_CAP","A","1995",21924.4360160871,
"LUX","HHDI","GROSSADJ","USD_CAP","A","1996",22215.5345025085,
"LUX","HHDI","GROSSADJ","USD_CAP","A","1997",23514.5477890988,
"LUX","HHDI","GROSSADJ","USD_CAP","A","1998",24250.480601313,
"LUX","HHDI","GROSSADJ","USD_CAP","A","1999",26252.7882866579,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2000",29564.6802576882,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2001",30836.5890569892,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2002",34486.6952779415,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2003",34354.1027860824,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2004",34445.716220382,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2005",34372.8540197719,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2006",36303.5520697368,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2007",36912.7100327311,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2008",38702.354925876,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2009",38469.129863564,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2010",37901.9006218478,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2011",39248.2889605426,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2012",40660.6660862493,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2013",43403.071752342,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2014",43282.8569417899,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2015",43476.1403979943,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2016",44505.6035513456,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2017",46535.0945475953,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2018",48794.2367830408,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2019",51122.2807181184,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2020",52745.393870751,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2021",55014.3340188331,
"LUX","HHDI","GROSSADJ","USD_CAP","A","2022",59713.5830045498,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1970",2831.03134302422,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1971",3098.4811566217,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1972",3354.85094300503,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1973",3732.34691222848,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1974",4242.52604951661,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1975",4733.19817046844,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1976",5104.23214865204,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1977",5566.20553293946,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1978",6285.5450419149,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1979",6898.77320419517,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1980",7658.83984429427,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1981",8445.9237894295,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1982",9109.89959740359,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1983",9481.78724685232,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1984",9780.04782228233,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1985",10201.7363525924,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1986",10659.0550584999,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1987",11136.9392304669,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1988",11877.2686246204,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1989",12757.5114206029,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1990",13785.9859504878,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1991",14406.4090869727,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1992",15102.9835487038,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1993",15548.2509919711,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1994",15913.7624420762,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1995",16504.8942370859,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1996",17032.9209175939,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1997",17645.1907889924,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1998",18319.5984542112,
"FRA","HHDI","GROSSADJ","USD_CAP","A","1999",19030.6282945189,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2000",21230.4755152422,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2001",22665.8772025585,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2002",24402.060565322,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2003",23597.1228597281,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2004",24222.6512027938,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2005",24746.9452400193,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2006",25712.3022566998,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2007",26992.6170293481,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2008",27756.5303694484,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2009",27871.2022761997,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2010",29163.6377417371,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2011",29757.8723043629,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2012",30369.3747884718,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2013",31388.0207749005,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2014",31699.9141206895,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2015",31890.7023268608,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2016",33550.6700073678,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2017",34316.3133231532,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2018",35280.4321749884,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2019",38368.0537114351,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2020",40021.3303493174,
"FRA","HHDI","GROSSADJ","USD_CAP","A","2021",42771.0332502791,"E"
"FRA","HHDI","GROSSADJ","USD_CAP","A","2022",46366.1652889736,"E"
"RUS","HHDI","GROSSADJ","USD_CAP","A","2011",15756.2525911506,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2012",17162.9784813834,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2013",18078.0262240164,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2014",18620.0355331589,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2015",18184.0475895096,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2016",18163.0739768852,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2017",19082.8737100682,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2018",19843.4381194872,
"RUS","HHDI","GROSSADJ","USD_CAP","A","2019",20590.2914383328,
"NZL","HHDI","GROSSADJ","USD_CAP","A","1998",13905.0286473495,
"NZL","HHDI","GROSSADJ","USD_CAP","A","1999",14919.6974335955,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2000",14707.9804085514,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2001",15551.0056536384,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2002",15609.5069470164,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2003",16373.1741760952,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2004",17374.7492821246,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2005",17600.1476417317,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2006",19104.7566973842,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2007",20622.430444128,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2008",21181.8124509348,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2009",21493.445565578,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2010",22208.6179978369,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2011",23343.7015402789,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2012",23864.9975499336,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2013",24794.4400239715,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2014",24986.6895967349,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2015",25507.7308466571,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2016",27383.1380016027,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2017",28766.3469770512,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2018",29567.1757453887,
"NZL","HHDI","GROSSADJ","USD_CAP","A","2019",31949.5805744676,
"DNK","HHDI","GROSSADJ","USD_CAP","A","1995",15092.9446529413,
"DNK","HHDI","GROSSADJ","USD_CAP","A","1996",15408.154758874,
"DNK","HHDI","GROSSADJ","USD_CAP","A","1997",15720.3694067873,
"DNK","HHDI","GROSSADJ","USD_CAP","A","1998",16503.7363803672,
"DNK","HHDI","GROSSADJ","USD_CAP","A","1999",16491.3793512059,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2000",17659.0323916906,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2001",18335.3149713268,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2002",19944.7920030689,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2003",19933.8740074405,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2004",20885.3662399483,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2005",21067.2150100109,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2006",22502.9698475363,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2007",23710.2204147736,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2008",24628.5000223929,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2009",25262.5395857104,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2010",27061.846684096,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2011",27671.8631486807,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2012",28226.796578206,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2013",29302.6636572859,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2014",29543.8327968615,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2015",30507.1829275656,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2016",31950.5301364607,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2017",33441.2777459902,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2018",34714.1638787589,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2019",36886.6525563971,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2020",38212.9343595124,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2021",40394.9900185149,
"DNK","HHDI","GROSSADJ","USD_CAP","A","2022",42752.7689891971,
"LVA","HHDI","GROSSADJ","USD_CAP","A","1995",3802.95276472989,
"LVA","HHDI","GROSSADJ","USD_CAP","A","1996",4147.77591053062,
"LVA","HHDI","GROSSADJ","USD_CAP","A","1997",4933.22265398644,
"LVA","HHDI","GROSSADJ","USD_CAP","A","1998",5084.22512343782,
"LVA","HHDI","GROSSADJ","USD_CAP","A","1999",5307.20520213622,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2000",6209.21736264428,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2001",6807.94310223299,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2002",7893.65497030841,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2003",8426.79311371374,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2004",9408.79767438647,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2005",10330.037616621,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2006",11847.2140885965,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2007",13236.3686281236,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2008",14681.822825804,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2009",12783.4624898366,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2010",13304.4223345002,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2011",13231.5893692477,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2012",14503.4450451386,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2013",15394.524386587,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2014",16092.3778326466,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2015",17170.2997288737,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2016",18573.9977744158,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2017",19950.7787335876,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2018",21280.65123169,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2019",23139.972251503,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2020",24344.5570560998,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2021",26479.6018940927,
"LVA","HHDI","GROSSADJ","USD_CAP","A","2022",28626.0443815493,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2009",11763.5568308229,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2010",13261.8894199642,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2011",14997.2659132168,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2012",15597.3217850794,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2013",17002.3963411323,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2014",18268.4585990592,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2015",19693.675138809,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2016",20641.0129385635,
"TUR","HHDI","GROSSADJ","USD_CAP","A","2017",21799.9781003222,
"LTU","HHDI","GROSSADJ","USD_CAP","A","1995",4830.04029638496,
"LTU","HHDI","GROSSADJ","USD_CAP","A","1996",5136.52754480227,
"LTU","HHDI","GROSSADJ","USD_CAP","A","1997",5773.22639252682,
"LTU","HHDI","GROSSADJ","USD_CAP","A","1998",6445.22043263711,
"LTU","HHDI","GROSSADJ","USD_CAP","A","1999",6904.88476925666,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2000",7428.42847791314,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2001",7962.01651561785,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2002",9060.96622770084,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2003",10024.1805479465,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2004",11599.5420161584,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2005",12045.4447955934,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2006",13327.4715417854,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2007",13959.5220587321,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2008",15823.2239763567,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2009",15040.577439164,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2010",16206.7434999914,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2011",17293.5577655546,
"LTU","HHDI","GROSSADJ","USD_CAP","A","2012",18333.3883333644,
